name,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,salary,return
Jaylen Adams,PG,22,ATL,34,428,7.6,0.474,0.6729999999999999,0.08199999999999999,2.6,12.3,7.4,19.8,1.5,1.0,19.7,13.5,-0.1,0.2,0.1,0.011,-3.8,-0.5,-4.3,-0.2,236854,3.506332868771983
Steven Adams,C,25,OKC,80,2669,18.5,0.591,0.002,0.361,14.7,14.8,14.7,6.6,2.0,2.4,12.6,16.4,5.1,4.0,9.1,0.163,0.7,0.4,1.1,2.1,24157304,1.8841232638204652
Bam Adebayo,C,21,MIA,82,1913,17.9,0.623,0.031,0.465,9.2,24.0,16.6,14.2,1.8,3.0,17.1,15.8,3.4,3.4,6.8,0.171,-0.4,2.2,1.8,1.8,2955840,2.7821721090371265
LaMarcus Aldridge,C,33,SAS,81,2687,22.9,0.5760000000000001,0.032,0.312,10.3,19.8,15.1,11.6,0.8,3.4,8.8,26.9,6.4,2.9,9.3,0.16699999999999998,2.4,-0.6,1.8,2.6,22347015,2.010615961834161
Grayson Allen,SG,23,UTA,38,416,7.5,0.516,0.556,0.337,0.8,5.1,3.0,8.9,0.7,1.1,13.9,24.4,-0.4,0.4,0.0,0.002,-4.2,-2.1,-6.3,-0.5,2076960,2.5576331308173885
Jarrett Allen,C,20,BRK,80,2096,18.5,0.632,0.079,0.489,9.6,24.0,16.8,7.9,1.0,4.5,13.0,15.9,4.4,3.3,7.6,0.175,0.2,1.4,1.6,1.9,2034120,2.9587951584787446
Kadeem Allen,SG,26,NYK,19,416,16.2,0.574,0.255,0.383,2.0,11.1,6.4,28.7,1.9,0.8,13.6,19.6,0.7,0.2,1.0,0.111,0.3,0.3,0.6,0.3,77250,4.321616526445759
Al-Farouq Aminu,PF,28,POR,81,2292,13.2,0.568,0.472,0.292,5.3,22.6,14.2,6.0,1.4,1.2,9.7,13.7,3.0,2.8,5.8,0.121,0.1,0.6,0.7,1.5,6957105,2.2781453732159616
Justin Anderson,SF,25,ATL,48,463,11.2,0.516,0.49,0.223,5.3,13.9,9.5,6.9,2.2,2.4,11.8,17.2,0.1,0.4,0.4,0.043,-2.4,-0.3,-2.7,-0.1,2516047,2.6484992731584764
Kyle Anderson,SF,25,MEM,43,1281,12.8,0.569,0.123,0.232,4.1,18.1,11.0,15.0,2.1,2.7,16.0,12.6,0.8,1.8,2.7,0.1,-1.6,2.4,0.8,0.9,8641000,2.170645964512602
Giannis Antetokounmpo,PF,24,MIL,72,2358,30.9,0.644,0.163,0.55,7.3,30.0,19.3,30.3,1.8,3.9,14.8,32.3,8.9,5.5,14.4,0.292,6.3,4.1,10.4,7.4,24157304,2.106910014842286
OG Anunoby,SF,21,TOR,67,1352,9.8,0.544,0.5,0.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,0.3,1.7,2.0,0.07,-2.4,0.1,-2.4,-0.1,1952760,2.700577205205728
Ryan Arcidiacono,PG,24,CHI,81,1961,11.6,0.588,0.519,0.244,1.5,10.8,6.1,18.9,1.6,0.2,12.0,11.7,2.8,0.9,3.7,0.09,-2.0,0.1,-1.9,0.1,1349383,2.934322754767283
Trevor Ariza,SF,33,TOT,69,2349,12.0,0.534,0.59,0.223,2.3,15.2,8.6,14.8,1.8,0.7,11.6,16.6,1.3,1.2,2.5,0.052000000000000005,-0.7,-0.6,-1.3,0.4,15000000,1.9030899869919435
Trevor Ariza,SF,33,PHO,26,884,10.5,0.525,0.612,0.189,2.0,16.4,9.1,13.5,2.1,0.8,13.7,13.8,0.2,0.5,0.6,0.035,-1.1,0.0,-1.1,0.2,15000000,1.845098040014257
Trevor Ariza,SF,33,WAS,43,1465,13.0,0.5379999999999999,0.58,0.238,2.5,14.5,8.4,15.5,1.7,0.7,10.6,18.2,1.1,0.8,1.9,0.062,-0.5,-0.9,-1.4,0.2,15000000,1.9378520932511556
Deandre Ayton,C,20,PHO,71,2183,20.5,0.608,0.005,0.217,11.1,26.1,18.5,9.6,1.3,2.6,11.7,21.2,4.1,1.7,5.8,0.128,1.3,-1.1,0.2,1.2,8175840,2.399221477261818
Dwayne Bacon,SG,23,CHO,43,759,11.7,0.57,0.339,0.179,1.1,11.7,6.3,9.2,0.8,0.6,6.1,16.8,0.9,0.3,1.2,0.073,-2.1,-1.6,-3.7,-0.3,1378242,2.9288603814480663
Lonzo Ball,PG,21,LAL,47,1423,11.7,0.487,0.5,0.105,4.0,14.0,9.1,23.8,2.3,1.1,17.8,16.9,-0.2,1.7,1.6,0.052000000000000005,-1.6,1.3,-0.3,0.6,7461960,2.195332945080193
Mo Bamba,C,20,ORL,47,766,14.9,0.539,0.28800000000000003,0.259,8.8,24.0,16.3,7.4,0.8,7.0,13.7,17.8,0.3,1.4,1.7,0.106,-2.8,1.4,-1.4,0.1,4871280,2.4855431749809216
Harrison Barnes,PF-SF,26,TOT,77,2533,12.8,0.55,0.429,0.271,2.4,12.7,7.5,6.7,0.9,0.4,7.9,20.9,2.0,1.6,3.6,0.068,-0.2,-1.2,-1.4,0.4,24107258,1.725062153844891
Harrison Barnes,PF,26,DAL,49,1584,13.1,0.5379999999999999,0.434,0.276,2.4,11.5,7.0,6.3,1.0,0.6,7.8,23.7,0.8,1.1,1.9,0.059,0.0,-1.2,-1.2,0.3,24107258,1.7351234798527868
Harrison Barnes,SF,26,SAC,28,949,12.3,0.578,0.419,0.258,2.2,14.8,8.4,7.5,0.8,0.2,8.0,16.3,1.1,0.5,1.7,0.084,-0.5,-1.2,-1.7,0.1,24107258,1.7077572956364206
Will Barton,SF,28,DEN,43,1189,11.0,0.501,0.426,0.161,2.9,15.3,9.1,14.6,0.7,1.6,11.7,20.0,0.1,1.1,1.2,0.049,-1.1,-0.8,-1.8,0.0,11830358,1.9683947980897167
Keita Bates-Diop,SF,23,MIN,30,503,9.6,0.489,0.366,0.197,3.4,14.4,8.8,4.6,1.7,2.4,8.3,14.1,0.0,0.4,0.3,0.032,-2.8,-0.6,-3.4,-0.2,838464,3.0587868124146786
Nicolas Batum,SF,30,CHO,75,2354,11.9,0.581,0.53,0.158,3.2,14.9,8.9,14.5,1.5,1.6,16.3,13.2,2.0,1.7,3.7,0.076,-0.7,0.4,-0.3,1.0,24000000,1.6953357196809247
Jerryd Bayless,PG,30,MIN,34,657,8.5,0.431,0.426,0.122,1.8,8.4,5.0,24.6,1.3,0.3,11.7,17.6,-0.2,0.2,0.0,-0.003,-2.9,-1.7,-4.6,-0.4,8575916,1.9961384072036508
Aron Baynes,C,32,BOS,51,821,14.0,0.5670000000000001,0.274,0.278,11.4,19.8,15.6,9.3,0.7,3.7,13.8,15.2,1.3,1.1,2.4,0.139,-1.8,0.3,-1.5,0.1,5193600,2.4306595375321
Kent Bazemore,SG,29,ATL,67,1643,11.9,0.507,0.434,0.253,2.3,14.6,8.3,13.5,2.5,2.2,13.6,22.0,-0.7,1.4,0.7,0.021,-2.5,0.2,-2.3,-0.1,18089888,1.818111083373654
Bradley Beal,SG,25,WAS,82,3028,20.8,0.581,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11.0,28.4,5.9,1.7,7.6,0.12,3.8,-0.8,2.9,3.7,25434262,1.91264419429193
Malik Beasley,SG,22,DEN,81,1879,14.2,0.599,0.55,0.09,2.0,9.5,5.8,7.5,1.4,0.5,6.7,18.7,2.9,1.6,4.5,0.115,0.8,-0.7,0.1,1.0,1773840,2.9033739003929138
Marco Belinelli,SG,32,SAS,79,1815,11.9,0.557,0.5720000000000001,0.18,1.0,10.8,5.9,10.1,0.9,0.4,8.8,19.8,1.4,1.1,2.5,0.065,-0.5,-1.2,-1.7,0.1,6153846,2.2864003375647863
Jordan Bell,C,24,GSW,68,788,12.9,0.531,0.01,0.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,0.5,1.1,1.6,0.096,-2.2,1.3,-0.9,0.2,1378242,2.971264230001154
Dragan Bender,PF,21,PHO,46,826,9.5,0.521,0.513,0.274,4.5,20.3,12.3,9.4,1.0,2.2,14.4,13.4,0.0,0.4,0.5,0.027000000000000003,-3.4,-0.8,-4.1,-0.5,4661280,2.309218413791025
Patrick Beverley,PG,30,LAC,78,2137,11.8,0.561,0.591,0.258,3.9,15.0,9.6,18.4,1.5,1.6,13.8,12.2,2.8,2.0,4.8,0.108,-0.3,1.2,0.9,1.5,5027028,2.3705707030982155
Khem Birch,C,26,ORL,50,643,19.2,0.64,0.006999999999999999,0.55,13.0,18.8,15.8,8.5,1.4,3.8,9.6,14.1,1.8,1.0,2.8,0.212,0.1,1.0,1.2,0.5,1378242,3.1439757484054542
Bismack Biyombo,C,26,CHO,54,783,14.4,0.602,0.0,0.583,11.0,23.3,17.0,5.9,0.7,4.6,14.8,12.7,1.2,0.8,2.0,0.125,-2.4,0.0,-2.5,-0.1,17000000,1.9279135707169757
Nemanja Bjelica,PF,30,SAC,77,1788,15.4,0.585,0.433,0.155,7.0,18.8,12.8,11.1,1.4,2.7,11.5,16.5,2.7,1.9,4.5,0.122,0.4,0.5,0.9,1.3,6500000,2.3746073641936074
Antonio Blakeney,SG,22,CHI,57,829,10.6,0.487,0.23,0.192,0.9,13.1,6.9,8.2,0.7,0.9,7.5,24.5,-0.8,0.3,-0.5,-0.03,-2.4,-2.7,-5.2,-0.7,1349383,2.895170630805135
Eric Bledsoe,PG,29,MIL,78,2272,19.3,0.5770000000000001,0.388,0.243,3.9,11.8,8.1,27.4,2.4,1.1,13.3,22.9,4.4,3.7,8.2,0.173,1.9,1.2,3.1,2.9,15000000,2.1094660499520925
Jaron Blossomgame,SF,25,CLE,27,439,10.2,0.51,0.368,0.123,6.3,19.1,12.4,4.2,0.8,1.6,9.0,12.2,0.2,0.1,0.3,0.03,-1.9,-1.8,-3.8,-0.2,77250,4.120701683665045
Jonah Bolden,PF,23,PHI,44,639,12.7,0.595,0.593,0.16699999999999998,8.0,19.0,13.7,8.5,1.3,4.8,17.2,13.8,0.5,0.9,1.4,0.106,-1.8,1.1,-0.7,0.2,1690000,2.8759170163422834
Devin Booker,SG,22,PHO,64,2242,20.2,0.584,0.33,0.362,1.9,11.3,6.5,34.1,1.2,0.5,15.4,32.9,3.3,0.3,3.5,0.076,3.3,-2.3,1.0,1.7,3314365,2.7849510353219444
Avery Bradley,SG,28,TOT,63,1905,7.6,0.496,0.403,0.08199999999999999,2.5,7.3,4.9,11.8,1.0,0.7,12.4,16.2,-0.6,1.0,0.3,0.009000000000000001,-2.8,-0.9,-3.7,-0.8,12000000,1.8016323462331665
Avery Bradley,SG,28,LAC,49,1463,5.5,0.464,0.41,0.06,2.6,6.7,4.7,8.8,0.9,0.9,12.4,14.2,-1.0,0.6,-0.3,-0.011,-3.7,-0.9,-4.6,-1.0,12000000,1.661181443446619
Avery Bradley,SG,28,MEM,14,442,14.5,0.565,0.388,0.133,2.0,9.3,5.6,21.6,1.6,0.0,12.3,22.9,0.3,0.4,0.7,0.07400000000000001,0.1,-1.0,-0.9,0.1,12000000,2.08218675618735
Corey Brewer,SF,32,TOT,31,492,11.6,0.532,0.358,0.35,5.4,10.7,8.0,10.2,3.0,1.2,11.8,13.6,0.4,0.6,1.0,0.095,-2.9,1.6,-1.3,0.1,2559925,2.656230747572601
Corey Brewer,SF,32,SAC,24,352,12.0,0.562,0.405,0.405,6.3,11.1,8.6,10.3,2.6,1.2,11.2,11.5,0.5,0.4,0.8,0.115,-2.0,1.6,-0.4,0.1,2559925,2.6709540043933075
Mikal Bridges,SF,22,PHO,82,2417,10.8,0.556,0.556,0.21,2.5,9.7,6.0,9.8,2.5,1.3,10.2,12.2,1.7,1.2,2.9,0.058,-2.0,0.4,-1.6,0.3,3557400,2.4822910547583423
Miles Bridges,SF,20,CHO,80,1696,13.1,0.5479999999999999,0.391,0.151,4.2,16.6,10.3,8.1,1.6,2.5,8.4,15.1,1.4,1.5,2.9,0.083,-0.9,0.1,-0.8,0.5,3206640,2.611221089949154
Isaiah Briscoe,PG,22,ORL,39,559,6.7,0.455,0.246,0.188,0.9,13.4,7.1,21.0,1.0,0.3,17.2,14.1,-0.3,0.5,0.3,0.023,-5.4,0.4,-5.0,-0.4,838464,2.9025903820759367
Ryan Broekhoff,SG,28,DAL,42,453,10.7,0.621,0.738,0.151,1.9,12.9,7.4,7.2,0.6,0.8,10.6,14.3,0.5,0.3,0.8,0.086,-0.5,-0.5,-1.0,0.1,838464,3.10589935706032
Malcolm Brogdon,SG,26,MIL,64,1832,17.8,0.614,0.326,0.203,3.8,11.7,8.0,16.2,1.2,0.6,10.0,20.7,4.2,2.3,6.5,0.171,2.0,0.1,2.2,1.9,1544951,3.061505292507314
MarShon Brooks,SG,30,MEM,29,387,11.6,0.518,0.32,0.195,3.4,9.7,6.5,11.0,1.2,1.0,10.3,23.6,-0.2,0.3,0.1,0.018000000000000002,-1.9,-1.1,-3.0,-0.1,1656092,2.845373529977023
Bruce Brown,SG,22,DET,74,1449,6.9,0.469,0.29600000000000004,0.191,3.5,10.7,7.0,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-4.4,1.0,-3.3,-0.5,838464,2.9153646701123654
Jaylen Brown,SG,22,BOS,74,1913,13.5,0.547,0.348,0.255,3.6,13.9,8.7,7.7,1.7,1.5,10.1,22.1,0.7,2.4,3.0,0.076,-1.6,-0.4,-2.1,0.0,5169960,2.416846585526108
Sterling Brown,SG,23,MIL,58,1034,10.9,0.563,0.471,0.135,3.0,14.4,9.0,10.7,1.1,0.7,12.2,15.2,0.7,1.4,2.1,0.098,-1.8,0.3,-1.5,0.1,1378242,2.8981010176425284
Jalen Brunson,PG,22,DAL,73,1591,12.8,0.5489999999999999,0.32,0.212,1.7,9.6,5.7,22.6,1.1,0.2,12.5,19.1,1.5,1.0,2.6,0.077,-1.2,-0.5,-1.7,0.1,1230000,3.0173048582084703
Thomas Bryant,C,21,WAS,72,1496,21.0,0.674,0.197,0.273,8.1,25.1,16.5,9.3,0.8,3.8,9.6,17.6,4.3,1.3,5.6,0.17800000000000002,2.3,-0.3,2.0,1.5,1378242,3.182893814435824
Reggie Bullock,SG,27,TOT,63,1879,10.5,0.563,0.662,0.14300000000000002,1.2,8.8,4.9,10.1,1.0,0.5,9.3,15.8,1.6,1.4,3.1,0.078,-0.7,-0.4,-1.1,0.4,2500000,2.6232492903979003
Reggie Bullock,SG,27,DET,44,1355,11.0,0.569,0.667,0.145,1.6,8.6,5.0,12.0,0.9,0.3,10.3,16.7,1.4,1.0,2.4,0.084,-0.1,-0.5,-0.6,0.5,2500000,2.6434526764861874
Reggie Bullock,SG,27,LAL,19,524,9.1,0.545,0.647,0.13699999999999998,0.4,9.3,4.9,5.0,1.4,1.1,6.3,13.7,0.2,0.4,0.7,0.061,-2.1,-0.1,-2.2,0.0,2500000,2.561101383649056
Trey Burke,PG,26,TOT,58,1125,16.5,0.524,0.29,0.226,2.6,6.7,4.6,24.1,1.4,0.5,7.5,24.8,1.4,0.5,1.9,0.081,1.5,-1.4,0.1,0.6,1795015,2.9634158621129334
Trey Burke,PG,26,NYK,33,689,15.6,0.496,0.24,0.209,2.2,7.3,4.7,23.6,1.5,0.6,6.9,26.1,0.4,0.2,0.6,0.044,0.9,-1.5,-0.6,0.2,1795015,2.9390565162534887
Trey Burke,PG,26,DAL,25,436,17.9,0.574,0.384,0.258,3.2,5.9,4.5,24.7,1.3,0.4,8.6,22.8,1.0,0.3,1.3,0.14,2.3,-1.1,1.2,0.3,1795015,2.9987849488789204
Alec Burks,SG,27,TOT,64,1375,12.7,0.523,0.354,0.297,2.3,17.0,9.4,13.7,1.4,1.3,10.8,19.0,0.7,0.8,1.5,0.052000000000000005,-0.6,-0.7,-1.2,0.3,11536515,2.041729085866848
Alec Burks,SG,27,CLE,34,979,13.2,0.517,0.35,0.28800000000000003,2.8,19.0,10.6,15.0,1.3,1.4,10.7,19.2,0.6,0.3,0.9,0.042,-0.2,-1.2,-1.4,0.1,11536515,2.0584992961167408
Jimmy Butler,SF-SG,29,TOT,65,2185,20.2,0.5710000000000001,0.213,0.404,6.0,10.5,8.3,18.0,2.7,1.4,8.2,22.3,5.4,2.5,7.9,0.173,2.8,0.9,3.7,3.2,19841627,2.0077740883144
Jimmy Butler,SG,29,MIN,10,361,22.3,0.579,0.287,0.389,4.7,10.8,7.7,18.2,3.2,2.4,7.1,23.0,1.0,0.4,1.3,0.17600000000000002,4.7,2.2,6.9,0.8,19841627,2.0507275819159374
Jimmy Butler,SF,29,PHI,55,1824,19.8,0.569,0.198,0.407,6.3,10.4,8.4,18.0,2.6,1.2,8.4,22.1,4.4,2.1,6.6,0.172,2.4,0.7,3.1,2.4,19841627,1.9990879091293077
Bruno Caboclo,PF,23,MEM,34,800,12.4,0.5710000000000001,0.578,0.222,5.8,16.5,11.1,9.4,0.9,3.9,13.3,15.9,0.6,0.9,1.5,0.09,-1.1,0.1,-1.1,0.2,705361,3.2450102416723143
Kentavious Caldwell-Pope,SG,25,LAL,82,2035,12.9,0.568,0.575,0.209,2.5,9.4,6.0,7.5,1.7,0.5,7.3,18.1,2.3,1.8,4.0,0.095,-0.3,-0.1,-0.5,0.8,12000000,2.031408464251624
Isaiah Canaan,PG,27,TOT,30,629,8.0,0.518,0.585,0.146,1.0,9.2,5.1,18.2,1.1,0.3,16.7,14.2,0.0,0.1,0.1,0.008,-2.7,-1.4,-4.1,-0.3,744671,3.0311255457109603
Isaiah Canaan,PG,27,PHO,19,503,7.3,0.515,0.5579999999999999,0.155,1.1,9.8,5.4,17.0,1.1,0.0,17.4,14.2,-0.1,0.0,-0.1,-0.006999999999999999,-3.3,-1.4,-4.6,-0.3,744671,2.991358418839473
Clint Capela,C,24,HOU,67,2249,23.8,0.6579999999999999,0.0,0.35700000000000004,14.4,27.6,20.8,7.1,1.0,3.9,10.0,18.2,7.8,3.0,10.8,0.23,3.3,-0.3,3.0,2.8,15793104,2.1781094617797394
DeMarre Carroll,PF,32,BRK,67,1703,12.1,0.546,0.539,0.421,4.2,17.3,10.8,7.2,0.9,0.5,9.7,18.6,1.5,1.6,3.1,0.08800000000000001,-0.9,-0.6,-1.5,0.2,15400000,1.895264649479987
Jevon Carter,PG,23,MEM,39,577,7.8,0.4320000000000001,0.551,0.173,2.7,10.3,6.4,17.4,2.2,1.8,14.2,18.0,-0.7,0.7,0.0,-0.003,-4.1,0.1,-4.0,-0.3,838464,2.9686101820655906
Vince Carter,PF,42,ATL,76,1330,11.8,0.565,0.675,0.141,2.4,13.2,7.7,9.3,1.5,1.8,8.8,16.7,1.2,0.7,1.9,0.07,-0.4,-0.3,-0.7,0.5,2393887,2.692778360999602
Michael Carter-Williams,PG,27,TOT,28,372,14.7,0.458,0.309,0.431,5.4,15.0,10.1,26.5,2.6,3.4,12.0,19.4,0.2,0.6,0.8,0.099,-1.4,2.2,0.8,0.3,1468082,3.000567020889558
Alex Caruso,PG,24,LAL,25,531,13.9,0.569,0.289,0.37,4.0,9.0,6.5,19.7,2.1,1.4,17.3,19.0,0.5,0.6,1.0,0.093,-1.0,0.7,-0.2,0.2,77250,4.255116312157223
Omri Casspi,SF,30,MEM,36,520,15.7,0.606,0.267,0.36,3.6,21.5,12.4,8.1,1.9,1.6,11.0,18.0,0.6,0.7,1.3,0.119,-0.3,0.7,0.4,0.3,2176260,2.8581888726790945
Willie Cauley-Stein,C,25,SAC,81,2213,18.0,0.5660000000000001,0.003,0.343,8.2,23.7,15.8,12.3,2.0,2.0,9.0,17.5,3.8,2.9,6.7,0.146,0.2,1.1,1.2,1.8,4696874,2.583463595300874
Tyson Chandler,C,36,TOT,55,875,11.2,0.63,0.01,0.879,11.1,25.3,18.3,5.3,1.1,2.2,23.4,8.5,0.9,1.2,2.1,0.114,-2.9,0.8,-2.1,0.0,13585000,1.916158379916272
Tyson Chandler,C,36,LAL,48,786,11.2,0.626,0.011,0.7929999999999999,11.4,23.6,17.6,4.8,1.1,2.3,23.0,8.0,0.9,1.1,1.9,0.117,-2.7,0.9,-1.8,0.0,13585000,1.916158379916272
Wilson Chandler,PF-SF,31,TOT,51,1177,8.5,0.537,0.579,0.092,4.4,14.6,9.7,9.1,1.0,1.4,13.9,11.8,0.5,1.0,1.5,0.062,-2.3,-0.5,-2.8,-0.2,12800562,1.8221898882429235
Wilson Chandler,PF,31,PHI,36,951,9.1,0.561,0.57,0.087,5.0,13.4,9.4,9.9,1.1,1.5,15.4,11.2,0.6,0.9,1.5,0.07400000000000001,-1.8,-0.2,-2.0,0.0,12800562,1.8518123548497245
Marquese Chriss,PF,21,TOT,43,499,9.2,0.455,0.4,0.25,8.6,23.6,15.8,6.5,1.7,1.9,15.3,20.6,-0.6,0.4,-0.2,-0.023,-5.7,-1.9,-7.5,-0.7,3206160,2.457802635783064
Marquese Chriss,PF,21,CLE,27,395,10.7,0.47,0.39,0.26,8.9,23.8,16.0,6.1,1.9,1.5,12.9,20.7,-0.3,0.2,0.0,-0.003,-4.6,-1.9,-6.6,-0.5,3206160,2.523398586122718
Gary Clark,PF,24,HOU,51,641,9.2,0.48,0.914,0.046,4.1,16.2,10.0,3.8,1.5,3.5,4.3,10.9,0.3,0.7,1.0,0.071,-1.1,0.4,-0.7,0.2,674122,3.13504932675669
Ian Clark,SG,27,NOP,60,973,8.3,0.502,0.527,0.097,1.4,8.0,4.7,12.9,1.1,0.7,12.7,19.3,-0.4,0.3,-0.1,-0.003,-3.3,-1.8,-5.1,-0.8,1757429,2.6742003037943523
Jordan Clarkson,SG,26,CLE,81,2214,16.8,0.539,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,2.1,-2.6,-0.5,0.8,12500000,2.1283992687178066
John Collins,PF,21,ATL,61,1829,21.8,0.627,0.19,0.32,12.3,22.1,17.1,11.0,0.6,1.8,11.2,23.7,5.0,1.0,6.0,0.158,2.8,-1.9,0.9,1.3,2299080,2.9769024101325994
Zach Collins,C,21,POR,77,1356,13.5,0.562,0.303,0.315,8.8,16.5,12.7,7.1,0.9,3.9,14.5,16.6,1.4,1.5,2.9,0.104,-1.5,0.3,-1.2,0.3,3628920,2.5705563742656574
Darren Collison,PG,31,IND,76,2143,16.7,0.574,0.294,0.28800000000000003,1.9,9.9,6.0,29.9,2.5,0.4,14.4,17.7,3.9,2.9,6.8,0.153,0.8,1.0,1.8,2.1,10000000,2.2227164711475833
Mike Conley,PG,31,MEM,70,2342,21.4,0.569,0.38,0.363,1.9,9.7,5.7,33.4,2.0,0.9,9.1,27.3,5.7,2.3,8.0,0.16399999999999998,4.6,0.1,4.7,3.9,30521115,1.845813378093147
Pat Connaughton,SG,26,MIL,61,1261,13.6,0.573,0.5710000000000001,0.114,5.2,15.0,10.4,12.6,1.2,1.7,8.2,13.3,2.0,1.9,3.9,0.149,0.3,0.8,1.2,1.0,1641000,2.9184303273171244
Quinn Cook,PG,25,GSW,74,1059,13.1,0.565,0.456,0.059,2.3,13.0,7.9,15.2,0.9,0.2,10.0,20.2,1.0,0.8,1.8,0.08199999999999999,-0.5,-1.6,-2.1,0.0,1544951,2.928356585854184
DeMarcus Cousins,C,28,GSW,30,771,21.4,0.562,0.256,0.388,6.2,27.0,17.1,20.4,2.5,4.8,14.2,28.1,0.9,1.5,2.4,0.151,0.4,2.6,3.0,1.0,5337000,2.603116570545603
Robert Covington,SF,28,TOT,35,1203,13.3,0.58,0.622,0.246,2.5,14.6,8.5,5.2,2.9,3.2,10.5,15.6,0.9,1.6,2.5,0.1,-0.5,2.1,1.6,1.1,10464092,2.1041500916653444
Robert Covington,SF,28,PHI,13,440,11.0,0.578,0.6579999999999999,0.197,1.7,14.0,8.1,4.3,2.6,4.1,14.8,14.2,0.0,0.7,0.7,0.077,-1.7,2.2,0.5,0.3,10464092,2.0216911358564835
Robert Covington,SF,28,MIN,22,763,14.7,0.58,0.604,0.269,2.9,14.9,8.8,5.8,3.1,2.7,8.4,16.5,0.9,0.9,1.8,0.114,0.1,2.1,2.2,0.8,10464092,2.1476157854464346
Allen Crabbe,SG,26,BRK,43,1133,7.7,0.519,0.6940000000000001,0.15,1.5,12.2,6.9,5.8,1.0,0.9,10.4,16.4,-0.2,1.0,0.8,0.035,-2.4,-0.4,-2.8,-0.2,19332500,1.6002027063223951
Torrey Craig,SF,28,DEN,75,1503,10.4,0.547,0.519,0.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3.0,0.096,-2.0,0.2,-1.9,0.0,2000000,2.716003343634799
Jamal Crawford,SG,38,PHO,64,1211,11.7,0.522,0.461,0.251,0.7,7.2,3.9,27.7,1.3,0.8,16.9,20.8,0.1,0.0,0.2,0.006,-1.1,-2.8,-3.9,-0.6,4698113,2.3962624034369147
Jae Crowder,SF,28,UTA,80,2166,12.1,0.5379999999999999,0.655,0.247,3.1,15.9,9.6,8.9,1.4,1.1,8.8,19.1,1.3,3.1,4.4,0.097,-0.3,0.6,0.3,1.2,7305825,2.2191161051841295
Dante Cunningham,PF,31,SAS,64,928,10.2,0.585,0.411,0.114,5.7,16.3,11.0,6.8,1.4,1.2,11.7,8.9,1.0,0.9,1.9,0.097,-1.3,0.6,-0.6,0.3,2487000,2.6129243864919816
Seth Curry,SG,28,POR,74,1399,11.4,0.595,0.54,0.112,2.1,6.9,4.6,6.5,1.2,0.7,11.1,16.6,1.5,0.9,2.4,0.08199999999999999,-0.4,-0.7,-1.0,0.3,2795000,2.6105230391140304
Stephen Curry,PG,30,GSW,69,2331,24.4,0.6409999999999999,0.604,0.214,2.2,14.2,8.4,24.2,1.9,0.9,11.6,30.4,7.2,2.5,9.7,0.199,7.1,-0.5,6.6,5.1,37457154,1.813855049803785
Troy Daniels,SG,27,PHO,51,760,9.8,0.5579999999999999,0.705,0.084,1.9,8.9,5.3,5.0,1.6,0.5,8.7,17.6,0.2,0.1,0.3,0.02,-1.7,-2.0,-3.7,-0.3,3258539,2.47820315245281
Anthony Davis,C,25,NOP,56,1850,30.3,0.597,0.141,0.422,9.9,27.5,18.8,19.0,2.2,6.0,8.4,29.5,6.4,3.1,9.5,0.247,7.1,2.3,9.4,5.3,25434263,2.0760234707562986
Ed Davis,C,29,BRK,81,1446,17.3,0.632,0.006999999999999999,0.536,15.8,34.6,25.2,6.0,1.2,1.8,14.6,12.7,3.3,2.5,5.7,0.191,-0.6,0.7,0.0,0.7,4449000,2.589783697380751
Dewayne Dedmon,C,29,ATL,64,1609,16.0,0.602,0.413,0.215,6.7,25.0,15.7,8.1,2.0,3.8,12.7,16.7,2.1,1.9,4.0,0.119,-0.3,0.8,0.5,1.0,6300000,2.404779433202343
Sam Dekker,PF,24,TOT,47,788,13.3,0.519,0.242,0.18,7.2,13.5,10.2,8.3,2.3,0.7,8.0,16.2,0.6,0.5,1.0,0.064,-1.0,-0.7,-1.8,0.1,2760094,2.682927767964865
Sam Dekker,PF,24,WAS,38,619,13.2,0.514,0.236,0.173,7.6,12.6,10.1,8.4,2.1,1.0,7.8,16.6,0.4,0.4,0.8,0.059,-1.0,-0.9,-1.9,0.0,2760094,2.679650058203629
Matthew Dellavedova,PG,28,TOT,48,812,11.1,0.532,0.537,0.215,0.8,9.9,5.2,31.9,0.8,0.2,20.4,17.9,0.5,0.0,0.5,0.028,-1.7,-2.8,-4.4,-0.5,9607500,2.0627125856502713
Matthew Dellavedova,PG,28,CLE,36,715,11.5,0.537,0.534,0.215,0.9,9.9,5.2,31.3,0.8,0.2,18.9,18.4,0.5,-0.1,0.4,0.026,-1.4,-3.0,-4.5,-0.4,9607500,2.0780874472172255
